0,45,90,135,180,225,270,315,date
19500.0,30700.0,28100.0,6800.0,15800.0,7900.0,10400.0,14500.0,2019-11-12 09:20:00
19500.0,30700.0,28100.0,6800.0,15800.0,7900.0,10400.0,14500.0,2019-11-12 09:50:00
19500.0,30700.0,28100.0,6800.0,15800.0,7900.0,10400.0,17500.0,2019-11-12 10:20:00
19500.0,30700.0,28100.0,6800.0,15800.0,7900.0,10400.0,17500.0,2019-11-12 10:50:00
19500.0,30700.0,28100.0,6800.0,15800.0,7900.0,10400.0,17500.0,2019-11-12 11:20:00
19500.0,30700.0,16700.0,6800.0,5900.0,7900.0,9000.0,14500.0,2019-11-12 11:50:00
19500.0,8900.0,16700.0,6800.0,5900.0,7900.0,10400.0,14500.0,2019-11-12 12:20:00
19500.0,30700.0,22600.0,6800.0,5900.0,7900.0,10400.0,17500.0,2019-11-12 12:50:00
18000.0,8900.0,16700.0,6800.0,5900.0,7900.0,10400.0,3800.0,2019-11-12 13:20:00
18000.0,8900.0,7800.0,6800.0,5900.0,7900.0,7500.0,7600.0,2019-11-12 13:50:00
3800.0,8900.0,7800.0,6800.0,5900.0,4500.0,6500.0,3800.0,2019-11-12 14:20:00
660.0,1900.0,2300.0,1900.0,1700.0,4300.0,2400.0,2000.0,2019-11-12 14:50:00
660.0,1900.0,2700.0,1900.0,5900.0,4300.0,2400.0,2000.0,2019-11-12 15:20:00
8000.0,610.0,2700.0,4200.0,465.0,2900.0,303.0,7600.0,2019-11-12 15:50:00
,,,,,,,,2019-11-13 05:20:00
,,,,,,,,2019-11-13 05:50:00
3800.0,1900.0,3300.0,4200.0,1700.0,2900.0,2400.0,3800.0,2019-11-13 06:20:00
660.0,2900.0,3300.0,3500.0,1700.0,1100.0,1900.0,2000.0,2019-11-13 06:50:00
3800.0,2900.0,3300.0,3500.0,1700.0,2900.0,2400.0,2000.0,2019-11-13 07:20:00
3800.0,2900.0,3300.0,3500.0,1700.0,2900.0,2400.0,3800.0,2019-11-13 07:50:00
660.0,8900.0,7800.0,4200.0,4700.0,4500.0,6500.0,3800.0,2019-11-13 08:20:00
3800.0,8900.0,7800.0,4200.0,5500.0,7900.0,7500.0,3800.0,2019-11-13 08:50:00
7800.0,6300.0,3300.0,4200.0,4700.0,4900.0,10400.0,10500.0,2019-11-13 09:20:00
8000.0,8900.0,16700.0,4200.0,4700.0,4500.0,10400.0,14500.0,2019-11-13 09:50:00
